date,home_team,away_team,team_goals,player_team,own_goal,minute,player,assist1,assist2,OTgoal,ETgoal
"6/1/13","Columbus Crew","Houston Dynamo","Houston Dynamo","Houston Dynamo","FALSE",31,"Warren Creavalle","Kofi Sarkodie","",0,0
"6/1/13","Columbus Crew","Houston Dynamo","Columbus Crew","Columbus Crew","FALSE",69,"Federico Higuain","","",0,0
"4/6/13","Portland Timbers","Houston Dynamo","Portland Timbers","Portland Timbers","FALSE",55,"Ryan Johnson","Diego Charíç","",0,0
"5/5/13","LA Galaxy","Houston Dynamo","Houston Dynamo","Houston Dynamo","FALSE",56,"Andrew Driver","Bobby Boswell","Giles Barnes",0,0
"5/8/13","D.C. United","Houston Dynamo","Houston Dynamo","Houston Dynamo","FALSE",88,"Andrew Driver","Will Bruin","",0,0
"5/8/13","D.C. United","Houston Dynamo","Houston Dynamo","Houston Dynamo","FALSE",16,"Will Bruin","Boniek Garcí_a","",0,0
"4/6/13","Portland Timbers","Houston Dynamo","Portland Timbers","Portland Timbers","FALSE",73,"Ryan Johnson","Darlington Nagbe","",0,0
"7/13/13","New England Revolution","Houston Dynamo","Houston Dynamo","Houston Dynamo","FALSE",79,"Adam Moffat","Ricardo Clark","",0,0
"5/26/13","Sporting Kansas City","Houston Dynamo","Sporting Kansas City","Sporting Kansas City","FALSE",68,"Kei Kamara","Jacob Peterson","Claudio Bieler",0,0
"4/20/13","Toronto FC","Houston Dynamo","Houston Dynamo","Houston Dynamo","FALSE",94,"Warren Creavalle","Andrew Driver","Ricardo Clark",0,0
"6/19/13","Montreal Impact","Houston Dynamo","Montreal Impact","Montreal Impact","FALSE",32,"Marco Di Vaio","","",0,0
"3/17/13","FC Dallas","Houston Dynamo","FC Dallas","FC Dallas","FALSE",34,"George John","","",0,0
"5/26/13","Sporting Kansas City","Houston Dynamo","Houston Dynamo","Houston Dynamo","FALSE",46,"Brad Davis","Giles Barnes","Will Bruin",0,1
"9/19/96","FC Dallas","LA Galaxy","FC Dallas","FC Dallas","FALSE",23,"Hugo Sanchez","","",0,0
"6/9/96","New York Red Bulls","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",86,"Ante Razov","Andrew Shue","Eduardo Hurtado",0,0
"6/6/96","New England Revolution","LA Galaxy","New England Revolution","New England Revolution","FALSE",78,"Mike Burns","","",0,0
"7/6/96","Sporting Kansas City","LA Galaxy","Sporting Kansas City","Sporting Kansas City","FALSE",85,"Vitalis Takawira","Sean Bowers","",0,0
"6/30/96","Colorado Rapids","LA Galaxy","Colorado Rapids","Colorado Rapids","FALSE",23,"Roy Wegerle","","",0,0
"7/27/96","Tampa Bay Mutiny","LA Galaxy","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",5,"Cle Kooiman","Carlos Valderrama","",0,0
"7/17/96","FC Dallas","LA Galaxy","FC Dallas","FC Dallas","FALSE",83,"Gerell Elliott","Ted Eck","Leonel í?lvarez",0,0
"6/30/96","Colorado Rapids","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",78,"Brad Wilson","Mauricio Cienfuegos","",0,0
"7/17/96","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",70,"Cobi Jones","Harut Karapetyan","",0,0
"8/1/96","Colorado Rapids","LA Galaxy","Colorado Rapids","Colorado Rapids","FALSE",9,"Jean Harbor","Chris Henderson","Shaun Bartlett",0,0
"8/28/96","Columbus Crew","LA Galaxy","Columbus Crew","Columbus Crew","FALSE",9,"Paul Caligiuri","Robert Warzycha","",0,0
"7/27/96","Tampa Bay Mutiny","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",68,"Cobi Jones","Mauricio Cienfuegos","Harut Karapetyan",0,0
"6/9/96","New York Red Bulls","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",14,"Eduardo Hurtado","Guillermo Jara","",0,0
"6/6/96","New England Revolution","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",39,"Cobi Jones","","",0,0
"6/1/96","Tampa Bay Mutiny","LA Galaxy","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",35,"Roy Lassiter","","",0,0
"7/6/96","Sporting Kansas City","LA Galaxy","Sporting Kansas City","Sporting Kansas City","FALSE",56,"Preki","","",0,0
"8/1/96","Colorado Rapids","LA Galaxy","Colorado Rapids","Colorado Rapids","FALSE",50,"Marcelo Balboa","Shaun Bartlett","",0,0
"9/19/96","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",11,"Eduardo Hurtado","Mauricio Cienfuegos","",0,0
"6/1/96","Tampa Bay Mutiny","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",59,"Harut Karapetyan","Mauricio Cienfuegos","",0,0
"9/1/96","San Jose Earthquakes","LA Galaxy","San Jose Earthquakes","San Jose Earthquakes","FALSE",26,"Eduardo Espinoza","John Doyle","Eric Wynalda",0,0
"7/17/96","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",66,"Eduardo Hurtado","","",0,0
"8/18/96","D.C. United","LA Galaxy","D.C. United","D.C. United","FALSE",56,"Eddie Pope","Marco Etcheverry","",0,0
"8/18/96","D.C. United","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",77,"Eduardo Hurtado","","",0,0
"8/11/96","Sporting Kansas City","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",54,"Mark Semioli","Dan Calichman","",0,0
"5/12/96","San Jose Earthquakes","LA Galaxy","San Jose Earthquakes","San Jose Earthquakes","FALSE",75,"Paul Bravo","Henry Gutí_errez","",0,0
"8/11/96","Sporting Kansas City","LA Galaxy","Sporting Kansas City","Sporting Kansas City","FALSE",13,"Preki","","",0,0
"6/30/96","Colorado Rapids","LA Galaxy","Colorado Rapids","Colorado Rapids","FALSE",56,"Shaun Bartlett","Roy Wegerle","",0,0
"4/20/96","D.C. United","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",21,"Mauricio Cienfuegos","","",0,0
"8/11/96","Sporting Kansas City","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",87,"Guillermo Jara","","",0,0
"6/9/96","New York Red Bulls","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",26,"Eduardo Hurtado","Guillermo Jara","",0,0
"7/6/96","Sporting Kansas City","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",84,"Mark Semioli","Guillermo Jara","",0,0
"7/17/96","FC Dallas","LA Galaxy","FC Dallas","FC Dallas","FALSE",23,"Jason Kreis","Leonel í?lvarez","",0,0
"6/6/96","New England Revolution","LA Galaxy","New England Revolution","New England Revolution","FALSE",72,"Alberto Naveda","Welton Melo","",0,0
"4/20/96","D.C. United","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",72,"Jorge Salcedo","Jose Vasquez","",0,0
"9/10/96","New York Red Bulls","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",60,"Greg Vanney","","",0,0
"6/9/96","New York Red Bulls","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",81,"Eduardo Hurtado","","",0,0
"8/11/96","Sporting Kansas City","LA Galaxy","Sporting Kansas City","Sporting Kansas City","FALSE",63,"Mark Chung","Paul Wright","",0,0
"7/27/96","Tampa Bay Mutiny","LA Galaxy","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",6,"Giuseppe Galderisi","Cle Kooiman","Martin Vasquez",0,0
"7/17/96","FC Dallas","LA Galaxy","FC Dallas","FC Dallas","FALSE",69,"Brian Haynes","","",0,0
"9/10/96","New York Red Bulls","LA Galaxy","New York Red Bulls","New York Red Bulls","FALSE",56,"Antony de Avila","","",0,0
"7/27/96","Tampa Bay Mutiny","LA Galaxy","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",73,"Carlos Valderrama","","",0,0
"7/17/96","FC Dallas","LA Galaxy","FC Dallas","FC Dallas","FALSE",28,"Zak Ibsen","Gerell Elliott","",0,0
"6/1/96","Tampa Bay Mutiny","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",30,"Guillermo Jara","Cobi Jones","",0,0
"7/6/96","Sporting Kansas City","LA Galaxy","Sporting Kansas City","Sporting Kansas City","FALSE",3,"Scott Uderitz","Diego Gutií©rrez","",0,0
"9/10/96","New York Red Bulls","LA Galaxy","New York Red Bulls","New York Red Bulls","FALSE",35,"Miles Joseph","Tab Ramos","",0,0
"7/17/96","FC Dallas","LA Galaxy","FC Dallas","FC Dallas","FALSE",47,"Jason Kreis","Ted Eck","",0,0
"5/12/96","San Jose Earthquakes","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",82,"Greg Vanney","","",0,0
"7/27/96","Tampa Bay Mutiny","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",32,"Cobi Jones","Eduardo Hurtado","",0,0
"7/27/96","Tampa Bay Mutiny","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",60,"Cobi Jones","Eduardo Hurtado","",0,0
"5/12/96","San Jose Earthquakes","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",9,"Eduardo Hurtado","Harut Karapetyan","Mark Semioli",0,0
"7/27/96","Tampa Bay Mutiny","LA Galaxy","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",75,"Carlos Valderrama","","",0,0
"6/6/96","New England Revolution","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",86,"Mark Semioli","","",0,0
"9/10/96","New York Red Bulls","LA Galaxy","New York Red Bulls","New York Red Bulls","FALSE",23,"Miles Joseph","A.J. Wood","Tab Ramos",0,0
"9/19/96","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",48,"Greg Vanney","Mauricio Cienfuegos","",0,0
"4/20/96","D.C. United","LA Galaxy","D.C. United","D.C. United","FALSE",7,"Raul Diaz Arce","Richie Williams","Shawn Medved",0,0
"8/1/96","Colorado Rapids","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",25,"Eduardo Hurtado","Mauricio Cienfuegos","",0,0
"8/1/96","Colorado Rapids","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",53,"Harut Karapetyan","","",0,0
"8/28/96","Columbus Crew","LA Galaxy","Columbus Crew","Columbus Crew","FALSE",72,"Brian McBride","Robert Warzycha","",0,0
"9/1/96","San Jose Earthquakes","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",53,"Cobi Jones","Harut Karapetyan","",0,0
"8/18/96","D.C. United","LA Galaxy","D.C. United","D.C. United","FALSE",3,"John Harkes","Marco Etcheverry","",0,0
"9/14/97","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",65,"Cobi Jones","Harut Karapetyan","",0,0
"4/12/97","San Jose Earthquakes","LA Galaxy","San Jose Earthquakes","San Jose Earthquakes","FALSE",61,"John Doyle","Eric Wynalda","",0,0
"7/27/97","Colorado Rapids","LA Galaxy","Colorado Rapids","Colorado Rapids","FALSE",66,"Chris Henderson","","",0,0
"9/21/97","San Jose Earthquakes","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",80,"Jose Vasquez","Chris Armas","Mauricio Cienfuegos",0,0
"6/28/97","Tampa Bay Mutiny","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",41,"Harut Karapetyan","Paul Caligiuri","",0,0
"4/5/97","Sporting Kansas City","LA Galaxy","Sporting Kansas City","Sporting Kansas City","FALSE",84,"Mark Chung","","",0,0
"4/12/97","San Jose Earthquakes","LA Galaxy","San Jose Earthquakes","San Jose Earthquakes","FALSE",89,"Istvan Urbanyi","Eddie Lewis","",0,0
"6/21/97","Colorado Rapids","LA Galaxy","Colorado Rapids","Colorado Rapids","FALSE",34,"Paul Bravo","David Patií±o","",0,0
"7/20/97","New York Red Bulls","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",15,"Welton","Cobi Jones","Greg Vanney",0,0
"7/25/97","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",66,"Eduardo Hurtado","Jorge Campos","",0,0
"7/25/97","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",77,"Eduardo Hurtado","","",0,0
"6/28/97","Tampa Bay Mutiny","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",11,"Welton","Guillermo Jara","Harut Karapetyan",0,0
"8/9/97","D.C. United","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",20,"Welton","Paul Caligiuri","Eduardo Hurtado",0,0
"9/21/97","San Jose Earthquakes","LA Galaxy","San Jose Earthquakes","San Jose Earthquakes","FALSE",22,"Ronald Cerritos","","",0,0
"8/30/97","Columbus Crew","LA Galaxy","Columbus Crew","Columbus Crew","FALSE",5,"Robert Warzycha","Mike Lapper","Doctor Khumalo",0,0
"6/28/97","Tampa Bay Mutiny","LA Galaxy","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",40,"Cle Kooiman","Carlos Valderrama","",0,0
"8/9/97","D.C. United","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",58,"Harut Karapetyan","Eduardo Hurtado","",0,0
"9/21/97","San Jose Earthquakes","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",76,"Jose Vasquez","Welton Melo","",0,0
"4/5/97","Sporting Kansas City","LA Galaxy","Sporting Kansas City","Sporting Kansas City","FALSE",34,"Vitalis Takawira","Preki","Paul Wright",0,0
"7/27/97","Colorado Rapids","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",18,"Welton","Mauricio Cienfuegos","Martí_n Machí_n",0,0
"4/12/97","San Jose Earthquakes","LA Galaxy","San Jose Earthquakes","San Jose Earthquakes","FALSE",70,"Ronald Cerritos","Eddie Lewis","",0,0
"6/21/97","Colorado Rapids","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",83,"Paul Caligiuri","Cobi Jones","",0,0
"4/12/97","San Jose Earthquakes","LA Galaxy","San Jose Earthquakes","San Jose Earthquakes","FALSE",9,"Dominic Kinnear","Tim Martin","Eric Wynalda",0,0
"8/9/97","D.C. United","LA Galaxy","D.C. United","D.C. United","FALSE",40,"Jaime Moreno","","",0,0
"8/30/97","Columbus Crew","LA Galaxy","Columbus Crew","Columbus Crew","FALSE",56,"Robert Warzycha","","",0,0
"9/14/97","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",60,"Danny Pena","Martí_n Machí_n","",0,0
"9/21/97","San Jose Earthquakes","LA Galaxy","San Jose Earthquakes","San Jose Earthquakes","FALSE",68,"Eddie Lewis","Arnold Cruz","Eric Wynalda",0,0
"9/21/97","San Jose Earthquakes","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",71,"Jose Vasquez","Martí_n Machí_n","",0,0
"8/14/97","New England Revolution","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",9,"Welton","","",0,0
"7/27/97","Colorado Rapids","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",85,"Harut Karapetyan","","",0,0
"6/28/97","Tampa Bay Mutiny","LA Galaxy","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",75,"Gilmar","Carlos Valderrama","Joí£o Batista",0,0
"9/14/97","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",44,"Harut Karapetyan","Martí_n Machí_n","",0,0
"8/9/97","D.C. United","LA Galaxy","D.C. United","D.C. United","FALSE",3,"Ben Iroha","Tony Sanneh","Roy Wegerle",0,0
"8/9/97","D.C. United","LA Galaxy","D.C. United","D.C. United","FALSE",1,"Jaime Moreno","Roy Wegerle","Tony Sanneh",0,0
"7/20/97","New York Red Bulls","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",4,"Harut Karapetyan","Chris Armas","Mauricio Cienfuegos",0,0
"9/14/97","FC Dallas","LA Galaxy","FC Dallas","FC Dallas","FALSE",89,"Mark Santel","Alain Sutter","",0,0
"5/2/97","D.C. United","LA Galaxy","D.C. United","D.C. United","FALSE",80,"Jaime Moreno","Jesse Marsch","Marco Etcheverry",0,0
"5/2/97","D.C. United","LA Galaxy","D.C. United","D.C. United","FALSE",38,"Jaime Moreno","","",0,0
"4/5/97","Sporting Kansas City","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",80,"Danny Pena","Harut Karapetyan","",0,0
"7/20/97","New York Red Bulls","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",85,"Cobi Jones","Jose Botello","",0,0
"8/14/97","New England Revolution","LA Galaxy","New England Revolution","New England Revolution","FALSE",90,"Ivan McKinley","Alberto Naveda","",0,0
"6/28/97","Tampa Bay Mutiny","LA Galaxy","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",8,"Gilmar","Carlos Valderrama","",0,0
"7/25/97","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",57,"Mauricio Cienfuegos","","",0,0
"4/5/97","Sporting Kansas City","LA Galaxy","Sporting Kansas City","Sporting Kansas City","FALSE",41,"Preki","","",0,0
"7/20/97","New York Red Bulls","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",50,"Harut Karapetyan","Welton Melo","",0,0
"4/12/97","San Jose Earthquakes","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",38,"Mauricio Cienfuegos","","",0,0
"6/21/97","Colorado Rapids","LA Galaxy","Colorado Rapids","Colorado Rapids","FALSE",19,"Chris Henderson","Roy Wegerle","David Patií±o",0,0
"8/9/97","D.C. United","LA Galaxy","D.C. United","D.C. United","FALSE",48,"Mario Gori","","",0,0
"4/5/97","Sporting Kansas City","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",61,"Harut Karapetyan","Cobi Jones","",0,0
"5/10/97","Sporting Kansas City","LA Galaxy","Sporting Kansas City","Sporting Kansas City","FALSE",20,"Preki","","",0,0
"9/5/98","Miami Fusion","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",47,"Cobi Jones","Carlos Hermosillo","Mauricio Cienfuegos",0,0
"8/5/98","Colorado Rapids","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",87,"Welton","Clint Mathis","Martí_n Machí_n",0,0
"5/20/98","Chicago Fire","LA Galaxy","Chicago Fire","Chicago Fire","FALSE",68,"Peter Nowak","Roman Kosecki","Jerzy Podbro?_ny",0,0
"8/22/98","New England Revolution","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",85,"Cobi Jones","Clint Mathis","",0,0
"5/20/98","Chicago Fire","LA Galaxy","Chicago Fire","Chicago Fire","FALSE",37,"Peter Nowak","Francis Okaroh","Roman Kosecki",0,0
"8/5/98","Colorado Rapids","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",83,"Cobi Jones","Martí_n Machí_n","",0,0
"8/5/98","Colorado Rapids","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",30,"Cobi Jones","Welton Melo","Carlos Hermosillo",0,0
"5/20/98","Chicago Fire","LA Galaxy","Chicago Fire","Chicago Fire","FALSE",58,"Roman Kosecki","Ante Razov","",0,0
"8/8/98","Chicago Fire","LA Galaxy","LA Galaxy","Chicago Fire","TRUE",37,"Francis Okaroh","","",0,0
"4/11/98","New York Red Bulls","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",22,"Cobi Jones","Mauricio Cienfuegos","Welton Melo",0,0
"8/8/98","Chicago Fire","LA Galaxy","Chicago Fire","LA Galaxy","TRUE",87,"Danny Pena","","",0,0
"4/29/98","Sporting Kansas City","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",39,"Mauricio Cienfuegos","Welton Melo","",0,0
"4/18/98","Sporting Kansas City","LA Galaxy","Sporting Kansas City","Sporting Kansas City","FALSE",72,"Paul Rideout","Mark Chung","",0,0
"4/11/98","New York Red Bulls","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",86,"Clint Mathis","Cobi Jones","",0,0
"7/10/98","D.C. United","LA Galaxy","D.C. United","D.C. United","FALSE",49,"Jaime Moreno","John Harkes","Ben Olsen",0,0
"5/20/98","Chicago Fire","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",75,"Welton","Wellington Síçnchez","",0,0
"5/17/98","Columbus Crew","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",85,"Martin Machon","Mauricio Cienfuegos","",0,0
"6/4/98","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",81,"Ezra Hendrickson","Joey Franchino","",0,0
"7/15/98","Tampa Bay Mutiny","LA Galaxy","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",21,"Jorge Salcedo","Alan Prampin","",0,0
"4/4/98","Colorado Rapids","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",28,"Welton","Cobi Jones","Ezra Hendrickson",0,0
"7/29/98","FC Dallas","LA Galaxy","FC Dallas","FC Dallas","FALSE",52,"Mickey Trotman","Jorge Rodrí_guez","",0,0
"9/5/98","Miami Fusion","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",80,"Carlos Hermosillo","Steve Jolley","",0,0
"5/17/98","Columbus Crew","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",90,"Welton","Clint Mathis","",0,0
"7/10/98","D.C. United","LA Galaxy","D.C. United","D.C. United","FALSE",23,"John Harkes","Marco Etcheverry","",0,0
"8/22/98","New England Revolution","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",72,"Carlos Hermosillo","Cobi Jones","",0,0
"6/4/98","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",47,"Ezra Hendrickson","Welton Melo","Joey Franchino",0,0
"8/5/98","Colorado Rapids","LA Galaxy","Colorado Rapids","Colorado Rapids","FALSE",64,"Wolde Harris","Peter Vermes","Marcelo Balboa",0,0
"6/4/98","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",18,"Greg Vanney","Mauricio Cienfuegos","",0,0
"6/4/98","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",82,"Harut Karapetyan","Martí_n Machí_n","",0,0
"9/5/98","Miami Fusion","LA Galaxy","Miami Fusion","Miami Fusion","FALSE",68,"Roger Thomas","Carlos Valderrama","Diego Serna",0,0
"5/17/98","Columbus Crew","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",75,"Martin Machon","","",0,0
"7/29/98","FC Dallas","LA Galaxy","FC Dallas","FC Dallas","FALSE",71,"Dante Washington","Jorge Rodrí_guez","",0,0
"4/18/98","Sporting Kansas City","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",44,"Cobi Jones","","",0,0
"9/5/98","Miami Fusion","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",76,"Welton","Daniel Hernandez","Joey Franchino",0,0
"6/4/98","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",85,"Harut Karapetyan","Martí_n Machí_n","",0,0
"6/4/98","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",13,"Welton","Mauricio Cienfuegos","",0,0
"5/17/98","Columbus Crew","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",46,"Martin Machon","Ezra Hendrickson","Welton Melo",0,0
"8/5/98","Colorado Rapids","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",66,"Mauricio Cienfuegos","Danny Pena","Carlos Hermosillo",0,0
"4/29/98","Sporting Kansas City","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",77,"Jose Vasquez","Mauricio Cienfuegos","Cobi Jones",0,0
"6/4/98","FC Dallas","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",45,"Clint Mathis","Mauricio Cienfuegos","Welton Melo",0,0
"4/18/98","Sporting Kansas City","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",89,"Mauricio Cienfuegos","","",0,0
"8/22/98","New England Revolution","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",56,"Carlos Hermosillo","Martí_n Machí_n","Cobi Jones",0,0
"7/15/98","Tampa Bay Mutiny","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",18,"Martin Machon","","",0,0
"4/11/98","New York Red Bulls","LA Galaxy","New York Red Bulls","New York Red Bulls","FALSE",59,"Eduardo Hurtado","Diego Soí±ora","Brian Kelly",0,0
"8/22/98","New England Revolution","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",11,"Cobi Jones","Danny Pena","",0,0
"6/27/98","San Jose Earthquakes","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",85,"Harut Karapetyan","Greg Vanney","",0,0
"6/4/98","FC Dallas","LA Galaxy","FC Dallas","FC Dallas","FALSE",44,"Damian","","",0,0
"7/29/98","FC Dallas","LA Galaxy","FC Dallas","FC Dallas","FALSE",6,"Jason Kreis","Mark Santel","",0,0
"5/17/98","Columbus Crew","LA Galaxy","Columbus Crew","Columbus Crew","FALSE",50,"Marcelo Carrera","Jason Farrell","",0,0
"9/5/98","Miami Fusion","LA Galaxy","Miami Fusion","Miami Fusion","FALSE",62,"Nelson Vargas","Matt Kmosko","Carlos Valderrama",0,0
"8/8/98","Chicago Fire","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",90,"Steve Jolley","Mauricio Cienfuegos","Paul Caligiuri",0,0
"7/15/98","Tampa Bay Mutiny","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",63,"Welton","Wellington Síçnchez","Cobi Jones",0,0
"9/5/98","Miami Fusion","LA Galaxy","LA Galaxy","LA Galaxy","FALSE",88,"Welton","Carlos Hermosillo","",0,0
